name,selected,diocese,town,order,typeHouse,members,year,latitude,longitude,mother hou,nickAdd,NAnetInc,lnInc,survival,bigOrder,smallOrder,bigHouse,smallHouse,rebel,distLond,ladyHouse,ladyInc,county,region,founded,originalFoundation,foundedSource,ID
Worcester Blackfriars,,,Worcester,Dominican,,Friars,1538,52.193487,-2.224508,Oxford,,,,2,0,1,0,1,0,2.214522328,0,,WORCESTERSHIRE,4,,,,651
Lambley Priory,,,Lambley upon Tyne,Benedictine,,Nuns,1537,54.927768,-2.50959,,,5.0,1.609437912,1,1,0,0,1,1,4.171374177,1,5.0,NORTHUMBERLAND,5,,,,652
St Michael's Priory,,,Newcastle upon Tyne,Augustinian,Trinitarian,Friars,1539,54.973822,-1.576069,,,6.0,1.791759469,3,1,0,0,1,1,3.758155991,0,0.0,NORTHUMBERLAND,5,,,,653
Skewkirk,1.0,,,Augustinian,,Canons,1540,53.981178,-1.281785,,,8.0,2.079441542,4,1,0,0,1,1,2.731461786,0,0.0,"YORKSHIRE, EAST RIDING",5,1122.0,,"The Foundation of Nostell Priory, 1109-1153 p25",654
Nunburnholme Priory,1.0,,Nunburnholme,Benedictine,,Nuns,1536,53.924727,-0.703957,,,8.0,2.079441542,0,1,0,0,1,1,2.484780656,1,8.0,"YORKSHIRE, EAST RIDING",5,1161.0,,"https://historicengland.org.uk/listing/the-list/list-entry/1011897?section=official-list-entry says KH2, tagged to middle of reign",655
Holystone Priory,,,,Augustinian,,Canonesses,1539,55.318365,-2.072457,,,11.0,2.397895273,3,1,0,0,1,1,4.280555485,1,11.0,NORTHUMBERLAND,5,1120.0,,https://wholehopecottage.files.wordpress.com/2015/07/holystone-priory-excavation-report-2015-vs-final.pdf says early 12c,656
Ovingham Priory,,,,Augustinian,,Canons,1537,54.967407,-1.86875,Hexham,,11.0,2.397895273,1,1,0,0,1,0,3.875363026,0,0.0,NORTHUMBERLAND,5,1378.0,,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=20535&resourceID=19191,657
Arthington Priory,,,Arthington,Benedictine,Cluniac,Nuns,1540,53.9017,-1.562,,,11.0,2.397895273,4,1,0,0,1,1,2.793756629,1,11.0,"YORKSHIRE, WEST RIDING",5,1154.0,,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=51447&resourceID=19191,658
Farne Abbey,1.0,,Farne Islands,Benedictine,,Monks,1538,55.616568,-1.655133,Durham,,12.0,2.48490665,2,1,0,0,1,1,4.384788613,0,0.0,DURHAM,5,,,,659
Arden Priory,1.0,,Hawnby,Benedictine,,Nuns,1536,54.310171,-1.203185,,,12.0,2.48490665,0,1,0,0,1,1,3.003059621,1,12.0,"YORKSHIRE, NORTH RIDING",5,1150.0,,https://www.british-history.ac.uk/vch/yorks/vol3/pp112-116,660
Grosmont Priory,,,,Grandmontines,,,1536,54.440691,-0.724497,,,12.0,2.48490665,0,0,1,0,1,1,2.992769129,0,0.0,"YORKSHIRE, NORTH RIDING",5,1200.0,,https://www.british-history.ac.uk/vch/yorks/vol3/pp193-194,661
Handale Priory,,,,Cistercian,,Nuns,1539,54.531056,-0.880864,,,13.0,2.564949357,3,1,0,0,1,1,3.11586076,1,13.0,"YORKSHIRE, NORTH RIDING",5,1133.0,,https://www.british-history.ac.uk/vch/yorks/vol3/pp165-167,662
Esholt Priory,,,,Cistercian,,Nuns,1539,53.852922,-1.714608,,,13.0,2.564949357,3,1,0,0,1,1,2.835158072,1,13.0,"YORKSHIRE, WEST RIDING",5,1189.0,,https://www.british-history.ac.uk/vch/yorks/vol3/pp161-163 says late KH2 or early KR1,663
Seaton Priory,,,Bootle,Benedictine,,Nuns,1537,54.297187,-3.372929,,1.0,13.0,,1,1,0,0,1,1,4.285128142,1,,CUMBERLAND,5,1195.0,,https://www.british-history.ac.uk/vch/cumb/vol2/pp174-178https://www.british-history.ac.uk/vch/cumb/vol2/pp192-194 between 1190 and 1200,664
Ellerton in Swaledale Priory,,,Swaledale,Cistercian,,Nuns,1536,54.371889,-1.879194,,,15.0,2.708050201,0,1,0,0,1,1,3.360336401,1,15.0,"YORKSHIRE, NORTH RIDING",5,1160.0,,https://www.british-history.ac.uk/vch/yorks/vol3/pp160-161 KH2 tagged middle,665
Armathwaite Nunnery,1.0,,Ainstable,Benedictine,,Nuns,1537,54.778725,-2.721439,,,18.0,2.890371758,1,1,0,0,1,1,4.178748266,1,18.0,CUMBERLAND,5,1200.0,,https://www.british-history.ac.uk/vch/cumb/vol2/pp189-192,666
Kersal,,,,Benedictine,Cluniac,Monks,1538,53.510122,-2.288557,,,18.0,2.890371758,2,1,0,0,1,1,2.951503279,0,0.0,LANCASHIRE,5,,,,667
Kirklees Priory,,,Clifton,Cistercian,,Nuns,1539,53.6951,-1.7372,,,19.0,2.944438979,3,1,0,0,1,1,2.719585781,1,19.0,"YORKSHIRE, WEST RIDING",5,1236.0,,https://www.british-history.ac.uk/vch/yorks/vol3/p170,668
Neasham Priory,1.0,,Neasham,Benedictine,,Nuns,1540,54.459642,-1.465424,,,20.0,2.995732274,4,1,0,0,1,0,3.242787364,1,20.0,DURHAM,5,1156.0,,https://www.british-history.ac.uk/vch/durham/vol2/pp106-108,669
Thicket Priory,1.0,,Thorganby,Benedictine,,Nuns,1539,53.88302,-0.94115,,,20.0,2.995732274,3,1,0,0,1,1,2.511699668,1,20.0,"YORKSHIRE, EAST RIDING",5,1180.0,,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=58095&resourceID=19191,670
Baysdale Priory,,,Baysdale,Cistercian,,Nuns,1536,54.451615,-1.043745,,,20.0,2.995732274,0,1,0,0,1,1,3.083815409,1,20.0,"YORKSHIRE, NORTH RIDING",5,1162.0,,https://www.british-history.ac.uk/vch/yorks/vol3/pp158-160,671
Wilberfoss Priory,1.0,,Wilberfoss,Benedictine,,Nuns,1539,53.940974,-0.88941,,,21.0,3.044522438,3,1,0,0,1,1,2.550402655,1,21.0,"YORKSHIRE, EAST RIDING",5,1153.0,,https://www.british-history.ac.uk/vch/yorks/vol3/pp125-126 says before 1153,672
Yedingham Priory,,,Yedingham,Benedictine,,Nuns,1539,54.206767,-0.628267,,,21.0,3.044522438,3,1,0,0,1,1,2.744598809,1,21.0,"YORKSHIRE, NORTH RIDING",5,1163.0,,https://www.british-history.ac.uk/vch/yorks/vol3/pp127-129,673
Middlesborough Priory,,,Middlesborough,Benedictine,,Monks,1537,54.582194,-1.232417,Whitby,,21.0,3.044522438,1,1,0,0,1,1,3.268038915,0,0.0,"YORKSHIRE, NORTH RIDING",5,,,,674
Monkwearmouth Abbey,,,Sunderland,Benedictine,,Monks,1536,54.913103,-1.374969,Durham,,25.0,3.218875825,0,1,0,0,1,0,3.627785786,0,0.0,DURHAM,5,,,,675
Wykeham Priory,1.0,,Wykeham,Cistercian,,Nuns,1539,54.223885,-0.525026,,,25.0,3.218875825,3,1,0,0,1,1,2.744223126,1,25.0,"YORKSHIRE, NORTH RIDING",5,1153.0,,https://www.british-history.ac.uk/vch/yorks/vol3/pp182-184,676
Moxby Priory,1.0,,,Benedictine,,Nuns,1536,54.095015,-1.08895,,,26.0,3.258096538,0,1,0,0,1,1,2.761313505,1,26.0,"YORKSHIRE, NORTH RIDING",5,1154.0,,https://www.british-history.ac.uk/vch/yorks/vol3/pp239-240 says end of KS1 start of KH2,677
Penwortham Priory,,,Penwortham,Benedictine,,Monks,1535,53.7486,-2.7299,,,29.0,3.36729583,-1,1,0,0,1,1,3.439887963,0,0.0,LANCASHIRE,5,1140.0,,https://www.british-history.ac.uk/vch/lancs/vol2/pp104-106,678
Keldholme Priory,,,,Cistercian,,Nuns,1536,54.266578,-0.915666,,,29.0,3.36729583,0,1,0,0,1,1,2.869640011,1,29.0,"YORKSHIRE, NORTH RIDING",5,1118.0,,"https://www.british-history.ac.uk/vch/yorks/vol3/pp167-170 says KH1, tagged to middle",679
Carham,,,,Augustinian,,Canons,1539,55.6389,-2.324166,Kirkham,,31.0,3.433987204,3,1,0,0,1,1,4.681297086,0,0.0,NORTHUMBERLAND,5,,,,680
Nunkeeling Priory,1.0,,Nunkeeling,Benedictine,,Nuns,1540,53.934837,-0.256709,,,35.0,3.555348061,4,1,0,0,1,1,2.428795366,1,35.0,"YORKSHIRE, EAST RIDING",5,1152.0,,https://www.british-history.ac.uk/vch/yorks/vol3/pp119-122,681
Knaresborough Priory,,,,Augustinian,Trinitarian,Friars,1538,53.995923,-1.457086,,,35.0,3.555348061,2,1,0,0,1,1,2.823596407,0,0.0,"YORKSHIRE, WEST RIDING",5,1257.0,,https://www.british-history.ac.uk/vch/yorks/vol3/pp296-300#fnn66,682
"St Bartholomew's Nunnery, Newcastle Upon Tyne",,,Newcastle,Benedictine,,Nuns,1540,54.972445,-1.6161,,,36.0,3.583518938,4,1,0,0,1,1,3.772602468,1,36.0,NORTHUMBERLAND,5,1087.0,,https://www.british-history.ac.uk/no-series/newcastle-historical-account/pp118-123,683
Egglestone Abbey,1.0,,Barnard Castle,Premonstratensian,,Canons,1540,54.531259,-1.905115,,,36.0,3.583518938,4,0,1,0,1,0,3.510189248,0,0.0,"YORKSHIRE, NORTH RIDING",5,1197.0,,https://www.english-heritage.org.uk/visit/places/egglestone-abbey/history/,684
Rosedale Abbey,,,Ryedale,Cistercian,,Nuns,1536,54.353787,-0.887914,,,37.0,3.610917913,0,1,0,0,1,1,2.946139524,1,37.0,"YORKSHIRE, NORTH RIDING",5,1158.0,,https://historicengland.org.uk/services-skills/education/educational-images/rosedale-abbey-rosedale-east-side-7247,685
Jarrow Priory,1.0,,Jarrow,Benedictine,,Monks,1536,54.980375,-1.472183,Durham,,38.0,3.63758616,0,1,0,0,1,0,3.725190386,0,0.0,DURHAM,5,1075.0,681.0,https://www.english-heritage.org.uk/visit/places/st-pauls-monastery-jarrow/history/,686
Blanchland Abbey,1.0,,Blanchland,Premonstratensian,,Canons,1539,54.848211,-2.055905,Croxton Abbey,,40.0,3.688879454,3,0,1,0,1,1,3.859888716,0,0.0,NORTHUMBERLAND,5,1165.0,,https://www.british-history.ac.uk/vch/leics/vol2/pp28-31,687
Brooke Priory,,,Brooke,Augustinian,Canons Regular,Canons,1535,52.646425,-0.752724,,,43.0,3.761200116,-1,1,0,0,1,0,1.301617994,0,0.0,RUTLAND,5,,,,688
"St Martin's Priory, Richmond",1.0,,,Benedictine,,Monks,1539,54.401826,-1.728652,"St Mary's Abbey, York",,43.0,3.761200116,3,1,0,0,1,1,3.310065764,0,0.0,"YORKSHIRE, NORTH RIDING",5,1100.0,,https://www.british-history.ac.uk/vch/yorks/vol3/p112,689
St Andrew's Priory,,,York,Gilbertine,,Canons,1538,53.952632,-1.077411,,,47.0,3.850147602,2,0,1,0,1,1,2.624257739,0,0.0,"YORKSHIRE, EAST RIDING",5,,,,690
Woodkirk Priory,,,Woodkirk,Augustinian,,Canons,1540,53.72133,-1.589574,Nostell,,47.0,3.850147602,4,1,0,0,1,1,2.656165677,0,0.0,"YORKSHIRE, WEST RIDING",5,1135.0,,"The Foundation of Nostell Priory, 1109-1153 p25",691
Lindisfarne Priory,1.0,,Holy Island,Benedictine,,Monks,1536,55.669314,-1.800884,Durham,,48.0,3.871201011,0,1,0,0,1,1,4.486831281,0,0.0,DURHAM,5,1122.0,635.0,https://www.english-heritage.org.uk/visit/places/lindisfarne-priory/History/,692
Lytham Priory,1.0,,Lytham,Benedictine,,Monks,1535,53.7441,-2.9768,Durham,,48.0,3.871201011,-1,1,0,0,1,1,3.628135678,0,0.0,LANCASHIRE,5,1192.0,,https://www.british-history.ac.uk/vch/lancs/vol2/pp107-111,693
Marrick Priory,,,,Benedictine,,Nuns,1540,54.375493,-1.898333,,,48.0,3.871201011,4,1,0,0,1,1,3.37346701,1,48.0,"YORKSHIRE, NORTH RIDING",5,1156.0,,https://marrickpriory.co.uk/foundation/,694
Calder Abbey,,,Calderbridge,Cistercian,,Monks,1536,54.444167,-3.466111,Furness Abbey,,50.0,3.912023005,0,1,0,0,1,1,4.451798922,0,0.0,CUMBERLAND,5,1134.0,,https://www.british-history.ac.uk/vch/cumb/vol2/pp174-178,695
Upholland Priory,,,Upholland,Benedictine,,Monks,1536,53.5401,-2.7213,,,53.0,3.970291914,0,1,0,0,1,1,3.301205272,0,0.0,LANCASHIRE,5,1319.0,,https://www.british-history.ac.uk/vch/lancs/vol2/pp111-112,696
St Clement's Priory,,,York,Benedictine,,Nuns,1536,53.95231,-1.082588,,,55.0,4.007333185,0,1,0,0,1,1,2.625855144,1,55.0,"YORKSHIRE, EAST RIDING",5,1130.0,,https://www.british-history.ac.uk/vch/yorks/vol3/pp129-131,697
North Ferriby Priory,1.0,,North Ferriby,Augustinian,,Canons,1536,53.718336,-0.50587,,,60.0,4.094344562,0,1,0,0,1,1,2.242122535,0,0.0,"YORKSHIRE, EAST RIDING",5,1140.0,,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=63904&resourceID=19191,698
Syningthwaite Priory,,,Walton,Cistercian,,Nuns,1535,53.932444,-1.298472,,,60.0,4.094344562,-1,1,0,0,1,1,2.694719464,1,60.0,"YORKSHIRE, EAST RIDING",5,1160.0,,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=54709&resourceID=19191,699
Ellerton Priory,,,Ellerton,Gilbertine,,Canons,1538,53.850972,-0.935333,,,62.0,4.127134385,2,0,1,0,1,1,2.479520051,0,0.0,"YORKSHIRE, EAST RIDING",5,1200.0,,https://historicengland.org.uk/services-skills/education/educational-images/ellerton-priory-ellerton-abbey-7244,700
Hampole Priory,1.0,,Hampole,Cistercian,,Nuns,1539,53.58767,-1.237362,,,63.0,4.143134726,3,1,0,0,1,1,2.35997035,1,63.0,"YORKSHIRE, WEST RIDING",5,1170.0,,https://www.british-history.ac.uk/vch/yorks/vol3/pp163-165,701
Healaugh Park Priory,,,,Augustinian,,Canons,1535,53.911044,-1.262419,,,67.0,4.204692619,-1,1,0,0,1,1,2.659789139,0,0.0,"YORKSHIRE, EAST RIDING",5,1218.0,,https://www.british-history.ac.uk/vch/yorks/vol3/pp216-219,702
Hackness Priory,,,Hackness,Benedictine,,Monks,1539,54.301416,-0.512275,Whitby,,67.0,4.204692619,3,1,0,0,1,1,2.819109295,0,0.0,"YORKSHIRE, NORTH RIDING",5,,,,703
Brinkburn Priory,,,Brinkburn,Augustinian,,Canons,1536,55.278899,-1.818879,,,68.0,4.219507705,0,1,0,0,1,1,4.134881967,0,0.0,NORTHUMBERLAND,5,1133.0,,https://www.english-heritage.org.uk/visit/places/brinkburn-priory/history/,704
Nunmonkton,,,,Benedictine,,Nuns,1536,54.014792,-1.220748,,,72.0,4.276666119,0,1,0,0,1,1,2.736752743,1,72.0,"YORKSHIRE, WEST RIDING",5,1150.0,,https://www.british-history.ac.uk/vch/yorks/vol3/pp122-123 middle of bishop range,705
Nun Appleton Priory,,,Appleton Roebuck,Cistercian,,Nuns,1539,53.8525,-1.156111,,,73.0,4.290459441,3,1,0,0,1,1,2.562181314,1,73.0,"YORKSHIRE, EAST RIDING",5,,,,706
Hornby Priory,1.0,,,Premonstratensian,,Canons,1538,54.115407,-2.648124,,,76.0,4.33073334,2,0,1,0,1,1,3.631689287,0,0.0,LANCASHIRE,5,1175.0,,"https://www.british-history.ac.uk/vch/lancs/vol2/pp160-161, ""second half of the twelfth century""",707
Lanercost Priory,,,Burtholme,Augustinian,,Canons,1537,54.965772,-2.695365,,,77.0,4.343805422,1,1,0,0,1,1,4.310992345,0,0.0,CUMBERLAND,5,1169.0,,https://www.british-history.ac.uk/vch/cumb/vol2/pp152-161,708
Burscough Priory,,,,Augustinian,,Canons,1536,53.583099,-2.85629,,,80.0,4.382026635,0,1,0,0,1,1,3.434446672,0,0.0,LANCASHIRE,5,1190.0,,https://www.british-history.ac.uk/vch/lancs/vol2/pp148-152,709
Swine Priory,,,Swine,Cistercian,,Nuns,1539,53.806268,-0.27907,,,82.0,4.406719247,3,1,0,0,1,1,2.301903141,1,82.0,"YORKSHIRE, EAST RIDING",5,1154.0,,https://www.british-history.ac.uk/vch/yorks/vol3/pp178-182,710
Cartmel Priory,1.0,,Lower Allithwaite,Augustinian,Canons Regular,Canons,1536,54.201107,-2.951892,,,91.0,4.510859507,0,1,0,0,1,1,3.90799616,0,0.0,LANCASHIRE,5,1190.0,,https://www.british-history.ac.uk/vch/lancs/vol2/pp143-148 says shortly after accession of KR1,711
Drax Priory,,,,Augustinian,,Canons,1535,53.747772,-0.99006,,,92.0,4.521788577,-1,1,0,0,1,1,2.401653132,0,0.0,"YORKSHIRE, WEST RIDING",5,1135.0,,https://historicengland.org.uk/listing/the-list/list-entry/1016857?section=official-list-entry site says 1130s so chose middle,712
Conishead Priory,1.0,,,Augustinian,,Canons,1536,54.173143,-3.067932,,,97.0,4.574710979,0,1,0,0,1,1,3.974146382,0,0.0,LANCASHIRE,5,1181.0,,https://www.british-history.ac.uk/vch/lancs/vol2/pp140-143,713
Newminster Abbey,1.0,,Morpeth,Cistercian,,Monks,1537,55.167244,-1.701037,Fountains,,100.0,4.605170186,1,1,0,0,1,1,3.985112699,0,0.0,NORTHUMBERLAND,5,1137.0,,https://historicengland.org.uk/listing/the-list/list-entry/1155952?section=official-list-entry,714
Haltemprice Priory,,,Willerby,Augustinian,,Canons,1536,53.764649,-0.420865,,,100.0,4.605170186,0,1,0,0,1,1,2.274886537,0,0.0,"YORKSHIRE, EAST RIDING",5,1326.0,,https://www.british-history.ac.uk/vch/yorks/vol3/pp213-216,715
Mount St. John Preceptory,,,,Augustinian,Knights Hospitaller,,1540,54.257239,-1.274953,,,102.0,4.624972813,4,1,0,0,1,1,2.980877553,0,0.0,"YORKSHIRE, WEST RIDING",5,1110.0,,https://www.british-history.ac.uk/vch/yorks/vol3/pp260-262#h3-0004 says early in the reign of KH1,716
Snaith Priory,,,Snaith,Benedictine,,Monks,1539,53.692076,-1.030762,Selby Abbey,,110.0,4.700480366,3,1,0,0,1,1,2.365250007,0,0.0,"YORKSHIRE, WEST RIDING",5,,,,717
Easby Abbey,,,Easby,Premonstratensian,,Canons,1537,54.398255,-1.717024,,,111.0,4.709530201,1,0,1,0,1,1,3.301298972,0,0.0,"YORKSHIRE, NORTH RIDING",5,1152.0,,https://www.british-history.ac.uk/vch/yorks/vol3/pp245-249,718
Bamburgh Priory,,,,Augustinian,,Canons,1537,55.606773,-1.724607,Nostell,,116.0,4.753590191,1,1,0,0,1,1,4.400501534,0,0.0,NORTHUMBERLAND,5,1122.0,,"The Foundation of Nostell Priory, 1109-1153 p25",719
Wetheral,1.0,,Wetheral,Benedictine,,Monks,1538,54.879306,-2.829993,"St Mary's Abbey, York",,117.0,4.762173935,2,1,0,0,1,1,4.325111162,0,0.0,CUMBERLAND,5,1106.0,,"https://www.visitcumbria.com/car/wetheral-priory-gatehouse/#:~:text=Wetheral%20Priory%2C%20a%20house%20of,St%20Mary's%20Abbey%20in%20York.",720
Finchale Abbey,,,Durham,Benedictine,,Monks,1535,54.818277,-1.54058,Durham,,122.0,4.804021045,-1,1,0,0,1,0,3.601131219,0,0.0,DURHAM,5,1196.0,,https://www.british-history.ac.uk/vch/durham/vol2/pp103-105,721
Hexham Abbey,,,Hexham,Benedictine,,Monks,1537,54.971541,-2.102557,,1.0,122.0,,1,1,0,0,1,1,3.990029534,0,,NORTHUMBERLAND,5,,,,722
Newland Preceptory,,,Wakefield,Augustinian,Knights Hospitaller,,1540,53.697042,-1.447138,,,129.0,4.859812404,4,1,0,0,1,1,2.559198061,0,0.0,"YORKSHIRE, WEST RIDING",5,1220.0,,https://www.british-history.ac.uk/vch/yorks/vol3/pp260-262 says early 13th c,723
St Bees Priory,1.0,,St Bees,Benedictine,,Monks,1539,54.493949,-3.593528,"St Mary's Abbey, York",,143.0,4.96284463,3,1,0,0,1,1,4.580671503,0,0.0,CUMBERLAND,5,1120.0,,https://www.british-history.ac.uk/vch/cumb/vol2/pp178-183,724
Warter Abbey,1.0,,Warter,Augustinian,,Canons,1536,53.942856,-0.67619,,,143.0,4.96284463,0,1,0,0,1,1,2.496047428,0,0.0,"YORKSHIRE, EAST RIDING",5,1133.0,,"https://historicengland.org.uk/listing/the-list/list-entry/1000605?section=official-list-entry Mentioned as founded before Missenden, which was founded in 1133",725
Sawley Abbey,,,Sawley,Cistercian,,Monks,1536,53.91355,-2.341509,Newminster,,147.0,4.990432587,0,1,0,0,1,1,3.274232763,0,0.0,"YORKSHIRE, WEST RIDING",5,1148.0,,https://www.english-heritage.org.uk/visit/places/sawley-abbey/,726
Marton Priory,1.0,,Marton Abbey,Augustinian,,Canons,1536,54.117944,-1.107694,,,151.0,5.017279837,0,1,0,0,1,1,2.789384913,0,0.0,"YORKSHIRE, WEST RIDING",5,1154.0,,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=56699&resourceID=19191,727
Shap Abbey,,,Shap Rural,Premonstratensian,,Canons,1540,54.530329,-2.699846,,,154.0,5.036952602,4,0,1,0,1,1,3.973386424,0,0.0,WESTMORLAND,5,1200.0,,https://www.english-heritage.org.uk/visit/places/shap-abbey/history/,728
Cockersand Abbey,,,,Premonstratensian,,Canons,1539,53.976723,-2.874581,,,157.0,5.056245805,3,0,1,0,1,1,3.699041749,0,0.0,LANCASHIRE,5,1204.0,,https://www.british-history.ac.uk/vch/lancs/vol2/pp154-159,729
Coverham Abbey,1.0,,Coverham,Premonstratensian,,Canons,1536,54.2732,-1.8387,,,160.0,5.075173815,0,0,1,0,1,1,3.255109614,0,0.0,"YORKSHIRE, NORTH RIDING",5,1212.0,,https://www.british-history.ac.uk/vch/yorks/vol3/pp243-245,730
Beverley Preceptory,1.0,,Beverley,Augustinian,Knights Hospitaller,,1540,53.842641,-0.422826,,,164.0,5.099866428,4,1,0,0,1,1,2.352460833,0,0.0,"YORKSHIRE, EAST RIDING",5,1201.0,,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=79111&resourceID=19191,731
"Holy Trinity Priory, York",,,York,Benedictine,,Monks,1538,53.956043,-1.088631,,,169.0,5.129898715,2,1,0,0,1,1,2.631550262,0,0.0,"YORKSHIRE, EAST RIDING",5,,,,732
"Charterhouse, Kingston upon Hull",,,Kingston upon Hull,Carthusian,,Monks,1538,53.74899,-0.335365,,,174.0,5.159055299,2,0,1,0,1,1,2.249506679,0,0.0,"YORKSHIRE, EAST RIDING",5,1290.0,,"https://www.british-history.ac.uk/vch/yorks/vol3/pp190-192 during reign of Edward I, tagged to middle",733
Alnwick Abbey,1.0,,Alnwick,Premonstratensian,,Canons,1539,55.41985,-1.71914,,,189.0,5.241747015,3,0,1,0,1,1,4.224956343,0,0.0,NORTHUMBERLAND,5,1147.0,,https://historicengland.org.uk/listing/the-list/list-entry/1006598?section=official-list-entry,734
Malton Priory,,,,Gilbertine,,Canons,1539,54.142551,-0.779005,,,197.0,5.283203729,3,0,1,0,1,1,2.714243944,0,0.0,"YORKSHIRE, NORTH RIDING",5,1151.0,,"https://historicengland.org.uk/services-skills/education/educational-images/st-marys-priory-church-malton-7246 says 1147-1154, tagged to middle",735
Ribstone Preceptory,1.0,,,Augustinian,Knights Hospitaller,,1540,53.978617,-1.404051,,,207.0,5.332718793,4,1,0,1,0,1,2.78347622,0,0.0,"YORKSHIRE, WEST RIDING",5,1217.0,,https://www.british-history.ac.uk/vch/yorks/vol3/pp256-260,736
Bolton Priory,,,Bolton Abbey,Augustinian,,Canons,1540,53.983708,-1.88836,,,213.0,5.361292166,4,1,0,1,0,1,3.041882926,0,0.0,"YORKSHIRE, WEST RIDING",5,1120.0,,http://www.boltonpriory.org.uk/the-priory-in-history/,737
Roche Abbey,,,Maltby,Cistercian,,Monks,1538,53.402539,-1.183534,Newminster,,224.0,5.411646052,2,1,0,1,0,1,2.171831825,0,0.0,"YORKSHIRE, WEST RIDING",5,1147.0,,"https://www.english-heritage.org.uk/visit/places/roche-abbey/history/#:~:text=Roche%20Abbey%2C%20founded%20in%201147,100%20lay%20brothers%20and%20servants.",738
Jervaulx Abbey,,,East Witton,Cistercian,,Monks,1537,54.267011,-1.737966,Byland,,234.0,5.455321115,1,1,0,1,0,1,3.197667198,0,0.0,"YORKSHIRE, NORTH RIDING",5,1145.0,,https://www.british-history.ac.uk/vch/yorks/vol3/pp138-142,739
Byland Abbey,1.0,,Byland with Wass,Cistercian,,Monks,1539,54.203499,-1.158693,,,238.0,5.472270674,3,1,0,1,0,1,2.88751981,0,0.0,"YORKSHIRE, NORTH RIDING",5,1147.0,,https://www.british-history.ac.uk/vch/yorks/vol3/pp131-134,740
Monk Bretton Priory,1.0,,Monk Bretton,Benedictine,,Monks,1538,53.554013,-1.438372,,,239.0,5.476463552,2,1,0,1,0,1,2.43333255,0,0.0,"YORKSHIRE, WEST RIDING",5,1154.0,,"https://www.english-heritage.org.uk/visit/places/monk-bretton-priory/history/#:~:text=Founded%20in%20about%201154%20by,direct%20control%20of%20Monk%20Bretton.",741
Hexham Priory,1.0,,,Augustinian,,Canons,1537,54.971541,-2.102745,,,266.0,5.583496309,1,1,0,1,0,1,3.99012304,0,0.0,NORTHUMBERLAND,5,1113.0,,https://www.british-history.ac.uk/fasti-ecclesiae/1066-1300/vol6/pp95-97#h2-0004,742
Kirkham Priory,,,,Augustinian,,Canons,1539,54.082917,-0.876959,,,269.0,5.59471138,3,1,0,1,0,1,2.682493033,0,0.0,"YORKSHIRE, EAST RIDING",5,1122.0,,https://www.english-heritage.org.uk/visit/places/kirkham-priory/history/,743
Rievaulx Abbey,,,Rievaulx,Cistercian,,Monks,1538,54.257409,-1.116533,Clairvaux,,278.0,5.627621114,2,1,0,1,0,1,2.923204521,0,0.0,"YORKSHIRE, NORTH RIDING",5,1131.0,,https://www.english-heritage.org.uk/visit/places/rievaulx-abbey/,744
Meaux Abbey,,,Beverley,Cistercian,,Monks,1539,53.83938,-0.34193,Fountains,,298.0,5.697093487,3,1,0,1,0,1,2.340109197,0,0.0,"YORKSHIRE, EAST RIDING",5,1150.0,,https://www.british-history.ac.uk/vch/yorks/vol3/pp146-149,745
Whalley Abbey,1.0,,Whalley,Cistercian,,Monks,1537,53.820441,-2.410518,Combermere,,321.0,5.771441123,1,1,0,1,0,1,3.254737762,0,0.0,LANCASHIRE,5,1296.0,,https://www.english-heritage.org.uk/visit/places/whalley-abbey-gatehouse/history/,746
Mount Grace Priory,,,East Harlsey,Carthusian,,Monks,1539,54.379984,-1.31005,,,323.0,5.777652323,3,0,1,1,0,1,3.107660368,0,0.0,"YORKSHIRE, NORTH RIDING",5,1398.0,,https://www.english-heritage.org.uk/visit/places/mount-grace-priory/history-and-stories/history/,747
Kirkstall Abbey,,,Leeds,Cistercian,,Monks,1539,53.821358,-1.608018,Fountains,,329.0,5.796057751,3,1,0,1,0,1,2.749951172,0,0.0,"YORKSHIRE, WEST RIDING",5,,,,748
Pontefract Priory,,,Pontefract,Benedictine,Cluniac,,1538,53.701814,-1.307541,,,335.0,5.814130532,2,1,0,1,0,1,2.493755903,0,0.0,"YORKSHIRE, WEST RIDING",5,1190.0,,https://www.british-history.ac.uk/vch/yorks/vol3/pp184-186,749
Watton Priory,,,Watton,Gilbertine,,Mixed,1539,53.934821,-0.442768,,,360.0,5.886104031,3,0,1,1,0,1,2.446459931,0,0.0,"YORKSHIRE, EAST RIDING",5,1150.0,,https://historicengland.org.uk/services-skills/education/educational-images/watton-priory-watton-east-yorkshire-1850,750
Newburgh Priory,,,,Augustinian,,Canons,1539,54.181333,-1.170248,,,367.0,5.905361848,3,1,0,1,0,1,2.871068688,0,0.0,"YORKSHIRE, NORTH RIDING",5,1145.0,,https://historicengland.org.uk/listing/the-list/list-entry/1001066?section=official-list-entry,751
